codigo_producto,producto,n_organismos,n_ordenes,n_lineas,gasto_total
51182102,Vasopresina,1,1,1,333000
51111502,Busulfan,1,1,1,3600000
51141512,Clobazam,1,1,1,240000
51161504,Aminofilina,1,1,1,26200
51131607,Enoxaparina sódica,1,1,1,376900
51151914,Clorhidrato de ciclobenzaprina,1,1,1,73189
51101572,Azitromicina,1,1,1,27720
51101717,Ivermectina,1,1,1,42543
51191517,Isosorbida,1,1,1,195000
51211616,Antídotos,1,1,1,200000
51142133,Bromfenaco sódico,1,1,1,605950
31111508,Extrusiones de perfiles de magnesio,1,1,1,160000
51111612,Tioguanina,1,1,1,661500
51142219,Fentanilo,1,1,1,4840000
51141803,Hidrato de cloral,1,1,1,165000
51211606,Flumazenil,1,1,1,252000
51181741,Etanonato de loteprednol,1,1,1,206700
51181719,Acetonida de fluocinolona,1,1,1,4875000
51151738,Fumarato de formoterol,1,1,1,260560
51181601,Levotiroxina sódica,1,1,1,284000
42201606,Inyectores de agentes de contraste de resonancia m,1,1,1,11150000
51101526,Polimixina,1,1,2,788500
51241114,Clorhidrato de pilocarpina,1,1,1,90810
51141701,Fenotiacinas,1,1,1,95800
51132001,Pentoxifilina,1,1,1,85743
53131619,Cosméticas,1,1,2,345270
51111513,Mesna,1,1,1,603680
51142702,Ácido meclofenámico,1,1,1,156000
51151734,Sulfato de albuterol,1,1,1,262500
51182203,Oxitocina,1,1,1,26200
51141606,Hidrocloruro de trazodona,1,1,1,4200000
42271914,Calibradores de presión de vías aéreas,1,1,1,62500
42295445,Soportes para aparatos quirúrgicos en la bandeja,1,1,1,27900
12142201,Solventes deuteratados,1,1,1,54300
41121605,Puntas de pipeta Ultramicro,1,1,1,99500
41104110,Botellas de cultivo sanguíneo,1,1,1,582200
42293005,Instrumentos quirúrgicos calibrados para válvulas,1,1,1,2273100
42291602,Perno o cable o pasador quirúrgico o instrumentos corta alambres,1,1,1,1982000
51101555,Aztreonam,1,1,1,1410000
51122110,Nimodipina,1,1,1,459668
51121502,Digoxina,1,1,1,2580
51151901,Baclofeno,1,1,1,77000
85111605,Servicios de prevención o control inmunológico,1,1,3,952941
51141505,Fenobarbital,1,1,1,1260000
51111901,Asparagina,1,1,1,7500000
51151513,Bromuro de neostigmina,1,1,1,11000
51121603,Nitroglicerina,1,1,1,20000
51241220,Tretinoína,1,1,1,74640
51102335,Aciclovir sódico,1,1,1,1375000
51101624,Clorhidrato de metronidazol,1,1,1,394320
51181818,Progesterona,1,1,1,478800
51101708,Sulfanilamida,1,1,1,108000
51121730,Ramipril,1,1,1,413700
51101818,Hidrocloruro de terbinafina,1,1,1,226800
51102307,Ganciclovir sódico,1,1,1,745000
51201502,Ciclosporina,1,1,1,3600000
51151710,Clorhidrato de fenilefrina,1,1,1,130000
51171612,Metilcelulosa,1,1,1,287500
51131516,Hierro sucrosa,1,1,1,13384080
51141812,Clorhidrato de dexmedetomidina,1,1,1,9500000
51161626,Bosentán,1,1,1,9504000
51121504,Flecainida,1,1,1,1500000
51111519,Temozolomida,1,1,3,12622600
51181718,Deflazacort,1,1,1,347760
51131613,Dicumarol,1,1,1,1571220
51211612,Leucovorín,1,1,1,37000
51182002,Testosterona,1,1,1,348480
51101542,Ciprofloxacina,1,1,1,99696
51102312,Ribavirina,1,1,1,900000
51171814,Mesilato de dolasetrón,1,1,1,294000
51142402,Succinato de sumatriptán,1,1,1,256000
51212303,Fluoresceína sódica,1,1,1,1000000
51141920,Diazepam,1,1,1,148000
51102310,Lamivudina,1,1,1,330000
51111505,Clorambucil,1,1,2,666825
51131715,Clorhidrato de anagrelida,1,1,1,600000
51211613,Sorbitol,1,1,1,1000000
51241203,Subcarbonato de bismuto,1,1,1,57000
41104115,Contenedores de recogida con filtro de suero,1,1,1,1504000
51152003,Bromuro de rocuronio,1,1,1,660000
51121904,Nifedipina,1,1,1,25000
11101708,Bismuto,1,1,1,144000
51182403,Gluconato de calcio,1,1,1,870000
11101511,Calcio,1,1,1,1620000
51131805,Etamsilato,1,1,1,1092500
51201503,Mofetil micofenolato,1,1,1,294000
51161630,Maleato de clorfeniramina,1,1,1,110375
51142916,Hialuronidasa,1,1,1,1125000
51181707,Metilprednisolona,1,1,1,1119900
51191503,Metolazona,1,1,1,210600
51151817,Clorhidrato de tamsulosina,1,1,1,108000
51141808,Tartrato de zolpidem,1,1,1,39200
51191904,Fosfolípidos,1,1,1,2355000
51182304,Acetato de octreotido,1,1,1,19239780
51142610,Cafeína,1,1,1,221000
51101578,Cefazolina,1,1,1,475000
51111601,Cladribina,1,1,1,1050000
51171908,Misoprostol,1,1,1,425600
51142109,Naproxeno,1,1,1,54000
51131511,Polisacárido de hierro,1,1,1,1556500
51131706,Argatroban,1,1,1,1848000
51111606,Hidroxiurea,1,1,1,8000
12352120,Peróxidos orgánicos,1,1,1,78800
51181749,Furoato de mometasona,1,1,1,1500000
51141604,Mirtazapina,1,1,1,462000
51241110,Latanoprost,1,1,1,349000
51101538,Levofloxacina,1,1,1,78000
51141908,Tiaprida,1,1,1,1500000
51111704,Mitomicina,1,1,1,1495800
51111820,Letrozol,1,1,1,300000
51201807,Inmunoglobulinas víricas,1,1,1,56400000
51161705,Bromuro de ipratropio,1,1,1,295000
51191906,Solución de rehidratación oral,1,1,1,26900
51151703,Epinefrina,1,1,1,498000
51142138,Ketorolaco trometamina,1,1,1,55360
51171629,Sulfato sódico,1,1,1,263160
51171622,Fosfato sódico,1,1,1,27305
53121603,Mochilas,1,1,1,120000
40161806,Malla de filtro,1,1,1,295300
90141601,Eventos deportivos profesionales patrocinados por empresas,1,1,1,8403361
30102520,Chapa de níquel,1,1,1,66880
42151618,Elevadores dentales,1,1,2,1445328
51141631,Clorhidrato de bupropión,1,1,1,522400
51142012,Ácido mefenámico,1,1,1,350000
42291709,Hojas de sierra quirúrgicas o accesorios,1,1,4,9576000
56111907,Carros de herramientas industriales,1,1,1,130000
11101502,Esmeril,1,1,2,155300
27111507,Cortadores de metal,1,1,4,125596
31191510,Piedras abrasivas,1,1,1,16200
27111515,Taladro de mano o empuje,1,1,1,168000
42312006,Aplicadores de grapas médicas para uso interno,1,1,1,2100000
41116106,Tiras o papeles para ensayos químicos,1,1,1,98000
31211903,Equipo para protección,1,1,1,110000
60101906,Afiches del alfabeto,1,1,1,300000
42151659,Kit de extracción de fragmentos dentales,1,1,1,876996
42183009,Lentes de pruebas de visión oftalmológicas o accesorios,1,1,1,139200
41121609,Puntas de pipeta de volumen variable,1,1,1,70000
41122101,Placas o cajas Petri,1,1,1,50000
42221508,Kits dermatológicos para catéteres intravenosos o arteriales,1,1,1,1619880
43221521,Unidad de acceso remoto de telecomunicaciones,1,1,1,772000
40161804,Coayudantes de filtración,1,1,1,1380000
42294805,Laparoscopios o telescopios laparoscópicos,1,1,1,550000
42171909,Packs de traumatismo de respuesta a larga distancia (LDR) para los servicios médicos de urgencias,1,1,1,901500
40151610,Piezas de compresor o accesorios,1,1,1,1750000
42181702,"Adaptadores, cables o electrodos de electrocardiografía (ECG)",1,1,1,234750
40142108,Tubería de bronce,1,1,3,445364
39121407,Regletas de conexiones,1,1,1,112292
31231308,Tubería de bronce,1,1,1,180428
82111902,Boletines informativos,1,1,1,25020000
70111706,Servicios de cuidado de céspedes,1,1,1,130680000
26112003,Placas de embrague,1,1,1,1155000
81111807,Almacenamiento de datos,1,1,1,30252120
39121701,Soportes eléctricos,1,1,1,140924
52161512,Parlantes,1,1,1,273109
42161635,Cartuchos para aparatos de hemodiálisis,1,1,1,1497792
42181707,Electrodos neonatales de cinta o anillo de electrocardiografía (ECG),1,1,1,1613200
41102917,Cuchillas de micrótomo,1,1,1,248000
42181717,Electrodos de bombilla de electrocardiografía (ECG),1,1,1,150000
42181716,Accesorios de electrocardiografía (ECG),1,1,1,100000
14111613,Papel para pancartas,1,1,1,1942400
41122102,Placas de múltiples receptáculos,1,1,1,418900
42294914,Juegos de instrumentos endoscópicos,1,1,2,5540000
30222061,Terreno de aparcamiento,1,1,1,810000
45112002,Impresora de lector de microfichas,1,1,1,840000
51161703,Budesonida,1,1,1,399200
51142503,Levodopa,1,1,1,62300
20122806,Desviadores de fluido,1,1,1,35000
42281516,Filtros de esterilización,1,1,1,210000
82111904,Distribución de prensa,1,1,1,1164375
81112105,Web Hosting,1,1,1,136080
43232303,Software de gestión de relaciones con el cliente (CRM),1,1,1,828
51241211,Solución tópica de minoxidil,1,1,1,68280
51111616,Capecitabina,1,1,1,4957200
50101635,Fruta congelada,1,1,1,56560
92101904,Servicios de salvavidas,1,1,1,950000
40101825,Calentadores de agua de uso doméstico,1,1,1,177472
24141607,Separadores de cartón,1,1,1,10584
44103503,Resortes o lomos de encuadernación,1,1,1,17100
41123302,Cajas o archivadores para portaobjetos,1,1,1,579900
26101757,Accesorios de las bujías,1,1,1,60000
40161519,Filtros de panel,1,1,1,25000
44122010,Divisores,1,1,3,22130
44121635,Portarrollos de cinta adhesiva,1,1,10,43094
44121628,Dispensadores o receptáculo de grapas,1,1,17,65027
11151709,Tejido sintético,1,1,2,18176
44121902,Tinta china,1,1,1,14280
25172604,Espejos de vehículo,1,1,1,280000
56112005,Partes o accesorios para estación de trabajo o mueble de computación,1,1,1,628915
71121022,Servicios de limpieza del pozo,1,1,1,220000
85141603,Baños termales,1,1,1,1309000
30151902,Materiales para guarniciones exteriores,1,1,1,289317
26112004,Kits de reparación del embrague,1,1,1,4907563
60104906,Kits de batería,1,1,2,570540
55101523,Libros de ejercicios,1,1,10,1991661
93151502,Sistemas de información y control de empresas públ,1,1,1,26928000
81111506,Servicios de Programación,1,1,1,560625
60104904,Kits de electricidad,1,1,1,1709512
43232202,Programas de gestión de documentos,1,1,1,36089989
55101524,Libros de referencias para bibliotecas,1,1,1,55485000
51142147,Anakinra,1,1,1,14478054
51171906,Lansoprazol,1,1,1,1400000
51181508,Glucagon,1,1,1,165000
11101518,Talco,1,1,1,45000
51151514,Bromuro de piridostigmina,1,1,1,228000
51141522,Oxcarbazepina,1,1,1,274800
47132101,Kits de limpieza industrial,1,1,1,3600000
51101720,Lindano,1,1,1,49480
49221508,Aros de básquetbol,1,1,1,1148340
60101701,Libros de evaluación,1,1,1,339794
25201901,Sistemas de Control de incendio o sistemas de extinguir,1,1,1,1000000
86121501,Servicios de párvulos,1,1,1,92065
31211916,Forradores de bandeja de pintura,1,1,1,22600
31201508,Cinta adhesiva de grafito,1,1,1,82170
13111308,Espuma del poliestireno,1,1,1,71640
31201606,Calafateos,1,1,1,39940
39101610,ampolletas de filamento,1,1,1,49000
47131829,Productos de limpieza del baño,1,1,2,45715
47131802,Abrillantadores o acabados de suelos,1,1,1,58560
93141802,Servicios de reclutamiento,1,1,1,8250000
46161504,Señales de tránsito,1,1,6,1211040
11121608,Bambú,1,1,1,1680
26121607,Cable de fibra óptica,1,1,1,1447500
82111903,Agencia de noticias,1,1,1,8400000
43223112,Componentes y equipo de red de acceso inalámbrico OSS,1,1,1,50659699
80141802,Administración de listados de direcciones,1,1,1,2299160
43233203,Software de administración de red privada virtual (VPN) o de seguridad de red,1,1,1,54893
41104904,Filtros de células sinterizadas,1,1,1,176032
43222801,Equipo de interconexión digital (DCX) de banda est,1,1,1,539676
42142401,Solidificantes médicos de fluidos,1,1,1,760000
41115817,Analizadores histológicos,1,1,1,395360
51101504,Clindamicina,1,1,1,45900
70151508,Servicios de asistencia forestal,1,1,1,19418325
45121504,Cámaras digitales,1,1,1,1500832
50202309,Bebida energética o deportiva,1,1,1,480000
50202302,Hielo,1,1,1,108000
52121602,Servilletas,1,1,1,1800
10101601,Pollos,1,1,1,19497
84131508,Seguro de traslado de dinero,1,1,7,2637
43221721,Equipo de comunicación de datos de radiofrecuencia,1,1,1,12375000
51101552,Ceftazidima,1,1,1,10403840
23101521,Máquina de descarga de electrodo de cátodo de alambre,1,1,1,900000
51141501,Acetazolamida,1,1,1,327000
42142404,Aparatos médicos de succión o vacío,1,1,1,1596000
42211812,Ayuda para calcetines y media para personas con discapacidad física,1,1,1,1620000
43231501,Software de centro de llamadas o soporte técnico (,1,1,1,6540000
21101708,Piezas de segadora o accesorios,1,1,2,41840
20122511,Carretes de bobinar la tubería adujada,1,1,1,360000
41102603,Suministros para identificación animal,1,1,1,72000
26101611,Motores monofásicos,1,1,1,239496
80141511,Informes de investigación de mercado,1,1,1,19400000
81101605,Servicios electromecánicos,1,1,1,2928232
24101620,Grúas sobre camión,1,1,1,550000
46181507,Chalecos de protección,1,1,2,55058
31241702,Espejos metálicos,1,1,1,55276
44101601,Máquinas para cortar papel o accesorios,1,1,1,1092966
22101905,Distribuidoras de hormigón,1,1,1,1457848
81112104,Proveedores de buscadores para Internet,1,1,1,349398
80101505,Asesorías en gestión estratégica,1,1,1,22689076
83111510,Servicio de contestadora automática interactiva,1,1,1,72381876
55121727,Letreros,1,1,1,296000
24101602,Montacargas,1,1,1,274
73131505,Servicios de elaboración de bebidas de agua,1,1,1,420168
31162804,Topes de puerta,1,1,1,3822280
46171506,Cajas fuertes,1,1,1,399980
60123201,Cintas de papel,1,1,2,91500
30222606,Gimnasio,1,1,1,3540000
52161604,Adaptador de plus,1,1,1,30000
52161526,Antenas,1,1,2,1420900
86131701,Escuelas de conductores,1,1,1,1927500
55121618,Fundas de etiquetas,1,1,1,58084
11151712,Tejido de papel,1,1,1,58534
27111504,Cuchillos de bolsillo,1,1,1,33866
14111504,Papel para alimentar el tractor,1,1,1,140300
44121507,Sobres de catálogo,1,1,4,167025
51121802,Lovastatina,1,1,1,167440
51161701,Acetilcisteina,1,1,1,625100
51181822,Valerato de estradiol,1,1,1,1777350
51121704,Lisinoprilo,1,1,1,1503000
51121520,Clorhidrato de propafenona,1,1,2,3643920
51121763,Telmisartán,1,1,1,2718000
41123001,Desecadores de vaso,1,1,2,26008
41111919,Aparato de detección para objetos no metálicos,1,1,1,620000
31162001,Puntas,1,1,1,37050
13101501,Caucho de látex,1,1,1,54000
60122004,Kits de manualidades de cuerda,1,1,1,57000
53141626,Bastidores de bordado,1,1,2,206400
60122003,Agujas de coser a mano,1,1,2,218600
60122903,Cuentas de madera,1,1,1,240000
60121511,Lápices especializados,1,1,1,66000
60122005,Telares manuales,1,1,1,315000
90101802,Reparto de comidas a domicilio,1,1,2,186000
52131503,ropaje,1,1,1,520000
42151602,Bandas para matriz dental,1,1,1,826600
55121612,Etiquetas de impresora,1,1,1,8100
30222607,Piscina de natación,1,1,1,23676250
11111503,Tierra de hoja,1,1,1,32000
56101606,Maceteros,1,1,2,83885
10191509,Insecticidas,1,1,1,56768
94121505,Canchas cubiertas o al aire libre,1,1,1,102000
51211502,Colchicina,1,1,1,196750
51121805,Gemfibrozilo,1,1,1,314340
30221010,Zona de juegos infantiles,1,1,1,1500000
40141901,Conductos flexibles,1,1,1,1154440
26101604,Motores de corriente alterna (CA) o corriente cont,1,1,1,1433126
82101601,Publicidad en radio,1,1,1,1050421
40142323,Disco de ruptura,1,1,2,73930
31161813,Golillas giratorias,1,1,1,42100
15121802,Lubricantes anticorrosivos,1,1,1,135000
15121511,Pasta para montaje,1,1,1,55800
31211504,Pinturas de cobertura,1,1,1,158000
32131009,Aisladores para disipadores de calor,1,1,1,117200
23171504,Sopletes,1,1,1,143600
10101704,Carpas,1,1,1,588060
60141009,Juegos científicos para niños,1,1,1,620000
70121901,Mejora de pastos,1,1,1,270000
43191629,"Carcasas o máscaras para PDA, Smartphones  o notebook",1,1,1,743389
50112002,Carnes congeladas procesadas y preparadas,1,1,3,1167300
90141703,Deportes juveniles,1,1,1,108000
86131501,Teatro,1,1,1,2250000
30161702,Tarimas,1,1,1,1600000
41121510,Pipetas volumétricas,1,1,3,519790
72102204,Instalación de sistemas de seguridad,1,1,1,3000000
60131401,Címbalos,1,1,1,145600
60131406,Xilófonos,1,1,1,279440
92111602,Desarme de armas convencionales,1,1,1,999600
47131611,Palas para basura,1,1,1,4011
41115823,Analizadores de proteínas,1,1,1,64000
55111513,Textos vocacionales o educativos electrónicos,1,1,4,9358625
44111907,Diario mural y accesorios,1,1,2,1210000
44111904,Paneles de letras y accesorios,1,1,1,201000
56101503,Percheros para abrigos,1,1,1,464685
44102906,Kit de limpieza para el computador o el equipamiento de oficina,1,1,1,936880
60121507,Marcadores de témpera o tiza de ventana,1,1,1,28340
70111508,Servicios de fumigación de plantas o árboles ornam,1,1,1,140000
11121610,Maderas duras,1,1,1,1990
31162406,Argollas de zunchamiento o de cercado,1,1,1,5034
41111739,Bombillas de recambio para microscopios de laborat,1,1,1,12500
11121803,Lino,1,1,1,37600
11151701,Hilo de lana,1,1,1,3580
11151507,Fibras de algodón,1,1,1,19500
39111704,Luces proyectantes,1,1,1,20000
53131503,Cepillos de dientes,1,1,1,31200
53131502,Pasta de dientes,1,1,1,43200
41121703,Tubos centrífugos,1,1,1,33800
42281604,Desinfectantes de la superficie médica,1,1,1,150000
42232002,Dispensadores trituradores de pastillas o accesorios,1,1,1,15600
41123401,Vasos de dosificación,1,1,1,172000
53131615,Productos de higiene femenina,1,1,1,7800
73101613,"Servicios de producción de disolventes, glicoles o",1,1,5,3717640
30171609,Ventanas fijas,1,1,1,350000
15101701,Gasoil para calefacción núm. 2,1,1,1,1215500
53102702,Uniformes varios,1,1,6,1182655
49221505,Redes o mallas deportivas,1,1,1,210000
94121513,Servicios de organización y producción de eventos deportivos,1,1,1,10075630
43191501,Teléfonos celulares,1,1,1,1465536
44101602,Máquina encuadernadora,1,1,1,38197
45101702,Guillotinas de imprenta,1,1,1,91270
44101603,Máquinas destructoras de papel o accesorios,1,1,1,282052
93101601,Servicios de asesores,1,1,1,840336
80121504,Servicio de defensa penal pública,1,1,4,816000000
92121701,Mantenimiento de alarmas,1,1,1,150000
42211615,Alzadores de asientos de inodoros para personas co,1,1,1,125010
56121701,Estantes,1,1,1,1840000
93121613,"Servicios de firma de tratados, adhesiones o rectificaciones",1,1,1,22240
72101605,Levantamiento o reparación de techos,1,1,1,22000000
42281806,Tiras indicadoras de esterilización,1,1,1,183000
77121501,Gestión de la calidad del aire,1,1,1,3500000
42251701,Cinturones de caminar para rehabilitación o terapia,1,1,1,639600
14111524,Papel ministro,1,1,1,210000
51201501,Azatioprina,1,1,1,1512000
42293509,Sets de irrigación quirúrgica o accesorios,1,1,1,415800
42201840,Dispositivos de sellado vascular,1,1,1,1150000
30191505,Taburete escalonado,1,1,1,59900
31162309,Estantes de montaje,1,1,1,144732
60121523,Bolígrafos permanentes,1,1,1,6264
26101805,Kits de reparación del motor,1,1,2,7447242
85101603,Servicios de cuidado personal en instituciones especializadas,1,1,1,7592706
78180303,Servicios de estacionamiento de vehículos,1,1,1,450000
85121613,Servicios pediátricos,1,1,1,22689
52151648,Termómetros de preparación de alimentos de uso doméstico,1,1,1,132600
40101706,Persianas de aire acondicionado,1,1,1,1250000
31162306,Soportes colgantes de montaje,1,1,1,124070
42143601,Chalecos y chaquetas de sujeción,1,1,2,721000
53101504,Pantalones y short para mujer,1,1,1,63700
80141611,Personalización de regalos o productos promocionales,1,1,1,539000
53101804,Abrigos y chaquetas para mujer,1,1,1,84000
51181701,Betametasona,1,1,1,47600
51141525,Fenitoína sódica,1,1,1,27520
51141702,Haloperidol,1,1,1,32600
50121707,Invertebrados acuáticos estables sin refrigerar,1,1,1,25684
41113037,Lectores de microplacas,1,1,1,91810
47101605,Productos químicos para eliminación de bacterias,1,1,1,294000
41102903,Cápsulas de incrustación,1,1,1,24000
40142313,Tapón de tubería,1,1,1,10000
41122501,Corchos de laboratorio,1,1,1,170000
40161507,Membranas de filtro,1,1,4,445800
40142007,Mangueras especiales,1,1,1,21000
40151728,Kits de reparación de bombas,1,1,1,30000
41104921,Filtros de membrana para laboratorio,1,1,1,263120
42182603,Luces o lámparas de cabeza para examen médico o accesorios,1,1,1,640320
45121516,Videocámaras digitales,1,1,1,452681
60101724,Carpetas o formularios de profesor suplente,1,1,1,900000
42272204,Ventiladores de transporte,1,1,1,52179173
60121518,Lápices de grafito,1,1,1,22380
20102305,Vehículos de servicio,1,1,1,48097500
52121604,Mantel de mesa,1,1,1,58000
14121809,Papel de enmascaramiento,1,1,1,148000
42295206,Unidades quirúrgicas endoscópicas,1,1,1,595000
86131504,Formación en comunicación audiovisual,1,1,1,252000
49121508,Mosquiteros,1,1,1,76020
24131501,Refrigerador y congelador combinado,1,1,1,2489000
41104810,Aparatos de fraccionamiento,1,1,1,13750000
51131903,Gelatina,1,1,1,275000
51181832,Combinación de etonogestrel y etinilestradiol,1,1,1,5105720
51142210,Clorhidrato de etilmorfina,1,1,1,367500
51131709,Bisulfato de clopidogrel,1,1,1,192450
51241201,Ácido salicílico,1,1,1,1627500
81111808,Análisis de sistemas,1,1,1,213
42241803,Soportes para el cuello o collares cervicales,1,1,2,141000
51211610,Sulfonato de poliestireno sódico,1,1,1,1600000
51241210,Salicilato de metilo,1,1,1,500000
80101901,Otras evaluaciones (Gestión y diseño institucional),1,1,1,1800000
43211714,Equipo de identificación biométrica,1,1,1,2480
81111901,Extracción de información de bases de datos,1,1,1,43834
70171707,Servicios de mantenimiento y administración de pozos de agua,1,1,1,319328
41105601,Kits o enzimas de secuenciado,1,1,1,729600
42312501,Sujeciones mamarias,1,1,1,356580
42203409,Valvulótomos angioscópicos,1,1,1,3550000
86101605,Formación profesional en medicina,1,1,1,3586275
25172602,Parachoques para automóviles,1,1,1,2819616
30152002,Cercos de madera,1,1,1,633840
30111501,Hormigón aireado,1,1,1,895000
